Recipe Title,URL,Blogger Name,Alignment Score,Meal Type,Cuisine Style,Rating,Notes
Miso Glazed Black Cod,https://www.saveur.com/miso-glazed-black-cod/,Saveur,81,Entree,Asian,,"Black cod marinated in miso and mirin, broiled until caramelized. Japanese-inspired luxury seafood dish."
Prawn Curry,https://thehappyfoodie.co.uk/recipes/prawn-curry/,The Happy Foodie,81,Entree,Indian,5 (2 ratings),Fragrant prawn curry with coconut milk and spices. Quick Indian-inspired seafood dinner ready in 20 minutes.
Chicken Traybake,https://thehappyfoodie.co.uk/recipes/chicken-traybake/,The Happy Foodie,81,Entree,British,4.1 (7 ratings),One-tray roasted chicken with vegetables. A British weeknight staple with minimal prep and maximum flavor.
Beef Short Rib Stew,https://thehappyfoodie.co.uk/recipes/beef-short-rib-stew/,The Happy Foodie,81,Entree,British,,Slow-cooked beef short ribs in a rich red wine stew with root vegetables. A classic British winter warmer.
Salmon Teriyaki,https://thehappyfoodie.co.uk/recipes/salmon-teriyaki/,The Happy Foodie,81,Entree,Asian,,Salmon fillets in a homemade teriyaki glaze. Quick Japanese-inspired dinner from leading UK chefs.
Spaghetti Aglio e Olio with Shrimp,https://anitalianinmykitchen.com/spaghetti-aglio-e-olio/,An Italian in My Kitchen,82,Entree,Italian,,Classic garlic and olive oil pasta with plump shrimp added for protein. The simplest Italian seafood pasta.
Chicken Cacciatore,https://anitalianinmykitchen.com/chicken-cacciatore/,An Italian in My Kitchen,82,Entree,Italian,4.54 (43 ratings),Chicken braised in a rustic tomato and vegetable cacciatore sauce. Authentic Italian hunter-style comfort dish.
Italian Stuffed Chicken,https://anitalianinmykitchen.com/italian-stuffed-chicken-breast/,An Italian in My Kitchen,82,Entree,Italian,,"Chicken breasts stuffed with prosciutto, provolone, and herbs. Elegant Italian main that looks impressive."
Pork Milanese,https://anitalianinmykitchen.com/pork-milanese/,An Italian in My Kitchen,82,Entree,Italian,,Thin pork cutlets breaded and pan-fried Milanese-style until golden and crispy. Classic Italian technique.
Air Fryer Chicken Tenders,https://healthyfitnessmeals.com/air-fryer-chicken-tenders/,Healthy Fitness Meals,85,Entree,American,,"Crispy chicken tenders made in the air fryer with minimal oil. High-protein, family-friendly weeknight staple."
Ground Turkey and Sweet Potato Skillet,https://healthyfitnessmeals.com/ground-turkey-sweet-potato-skillet/,Healthy Fitness Meals,85,Entree,American,,"Ground turkey and roasted sweet potato cooked together in one skillet. Lean, protein-packed weeknight dinner."
Baked Cajun Chicken,https://healthyfitnessmeals.com/baked-cajun-chicken/,Healthy Fitness Meals,85,Entree,American,,"Oven-baked chicken coated in Cajun spices. Bold flavor with clean, lean ingredients."
Salmon Buddha Bowl,https://healthyfitnessmeals.com/salmon-buddha-bowl/,Healthy Fitness Meals,85,Entree,American,,"Nutritious salmon bowl with grains, greens, and a tahini dressing. Balanced, protein-rich meal prep hero."
Turkey Stuffed Peppers,https://healthyfitnessmeals.com/turkey-stuffed-peppers/,Healthy Fitness Meals,85,Entree,American,,"Bell peppers stuffed with lean ground turkey, rice, and tomato sauce. Colorful, macro-friendly weeknight dinner."
Jerk Chicken with Pineapple Salsa,https://www.orchidsandsweettea.com/jerk-chicken-with-pineapple-salsa/,Orchids + Sweet Tea,84,Entree,Caribbean,,"Authentic jerk chicken with smoky allspice and scotch bonnet, topped with a sweet pineapple salsa."
Cajun Shrimp and Grits,https://www.orchidsandsweettea.com/cajun-shrimp-and-grits/,Orchids + Sweet Tea,84,Entree,American,,Spicy Cajun shrimp over creamy stone-ground grits. Classic Southern dish elevated with bold seasoning.
Blackened Salmon Tacos,https://www.orchidsandsweettea.com/blackened-salmon-tacos/,Orchids + Sweet Tea,84,Entree,American,,"Spiced blackened salmon in warm tortillas with avocado crema and slaw. Bold, colorful weeknight tacos."
Korean Beef Bowls,https://justinesnacks.com/korean-beef-bowls/,Justine Snacks,85,Entree,Asian,,"Ground beef seasoned with Korean-style gochujang and soy over rice. Quick, spicy weeknight bowl."
Chicken Katsu Curry Bowl,https://justinesnacks.com/chicken-katsu-curry/,Justine Snacks,85,Entree,Asian,,Crispy chicken katsu with Japanese curry sauce over rice. Justine's take on the beloved Japanese comfort dish.
Crispy Chicken Sandwich,https://justinesnacks.com/crispy-chicken-sandwich/,Justine Snacks,85,Entree,American,,Juicy crispy fried chicken on a brioche bun with pickles and special sauce. Restaurant-style sandwich at home.
Salmon with Crispy Capers,https://justinesnacks.com/salmon-crispy-capers/,Justine Snacks,85,Entree,Mediterranean,,"Pan-seared salmon with crispy capers and a bright herb sauce. Quick, elegant weeknight seafood."
Spiced Lamb Flatbread,https://justinesnacks.com/spiced-lamb-flatbread/,Justine Snacks,85,Entree,Mediterranean,,"Flatbread topped with spiced ground lamb, herbs, and yogurt. Weeknight-friendly Middle Eastern inspired main."
Spiced Lamb Shoulder with Herby Couscous,https://www.mob.co.uk/recipes/spiced-lamb-shoulder,Mob,88,Entree,Mediterranean,,"Slow-roasted spiced lamb shoulder served over herby couscous. Bold North African flavors, Mob's crowd-feeding style."
Chicken Katsu Curry,https://www.mob.co.uk/recipes/chicken-katsu-curry,Mob,88,Entree,Asian,,Crispy chicken katsu with a rich Japanese curry sauce. Mob's accessible take on the beloved comfort dish.
Thai Green Curry,https://www.mob.co.uk/recipes/thai-green-curry,Mob,88,Entree,Asian,,Fragrant Thai green curry with tender chicken and coconut milk. Mob's vibrant weeknight version of the classic.
Beef Rendang,https://www.mob.co.uk/recipes/beef-rendang,Mob,88,Entree,Asian,,"Indonesian-inspired slow-cooked beef rendang with coconut and aromatic spices. Rich, complex weeknight project."
Prawn Linguine,https://www.mob.co.uk/recipes/prawn-linguine,Mob,88,Entree,Italian,,"Quick prawn linguine with garlic, chili, and white wine. Classic Italian seafood pasta done simply."
Sheet Pan Chicken Thighs with Lemon and Herbs,https://whatsgabycooking.com/sheet-pan-chicken-thighs/,What's Gaby Cooking,85,Entree,Mediterranean,,"Chicken thighs roasted on a sheet pan with lemon, herbs, and garlic. Gaby's go-to weeknight staple."
Salmon Tacos,https://whatsgabycooking.com/salmon-tacos/,What's Gaby Cooking,85,Entree,Latin/South American,,"Spiced salmon in warm tortillas with avocado crema and slaw. Bright, fresh weeknight tacos."
Grilled Chicken Bowl,https://whatsgabycooking.com/grilled-chicken-bowl/,What's Gaby Cooking,85,Entree,American,,"Grilled chicken served as a customizable bowl with grains, vegetables, and Gaby's signature dressing."
Beef Tacos,https://whatsgabycooking.com/beef-tacos/,What's Gaby Cooking,85,Entree,Latin/South American,,Seasoned ground beef tacos with classic toppings. Gaby's reliable crowd-pleasing taco night formula.
Shrimp Stir Fry,https://whatsgabycooking.com/shrimp-stir-fry/,What's Gaby Cooking,85,Entree,Asian,,"Quick shrimp stir-fry with vegetables in a savory sauce. Fast, colorful weeknight protein."
Crispy Baked Chicken Strips,https://www.lecremedelacrumb.com/crispy-baked-chicken-strips/,Creme de la Crumb,85,Entree,American,,Oven-baked chicken strips with an ultra-crispy coating. Kid-friendly but satisfying for all ages.
Garlic Herb Steak,https://www.lecremedelacrumb.com/garlic-herb-skillet-steak/,Creme de la Crumb,85,Entree,American,,Skillet steak basted with garlic herb butter until perfectly seared. Quick steakhouse dinner at home.
Sheet Pan Lemon Chicken and Potatoes,https://www.lecremedelacrumb.com/sheet-pan-lemon-chicken-potatoes/,Creme de la Crumb,85,Entree,American,,"Chicken and potatoes roasted together with lemon and herbs on one sheet pan. Easy, comforting weeknight dinner."
Honey Mustard Baked Salmon,https://www.lecremedelacrumb.com/honey-mustard-baked-salmon/,Creme de la Crumb,85,Entree,American,,Salmon fillets coated in a tangy honey mustard glaze and baked until flaky. Sweet-savory weeknight fish.
Salmon with Cucumber Herb Sauce,https://www.alisoneroman.com/recipes/salmon-cucumber-herb-sauce,Alison Roman,85,Entree,American,,"Salmon roasted and served with a bright, cooling cucumber herb sauce. Alison's understated, editor-approved approach."
Spiced Chicken with Dates and Olives,https://www.alisoneroman.com/recipes/spiced-chicken-dates-olives,Alison Roman,85,Entree,Mediterranean,,"Chicken braised with dates, olives, and warm spices. Sweet-savory North African-inflected flavor from Alison Roman."
Crispy Fish Tacos,https://www.alisoneroman.com/recipes/crispy-fish-tacos,Alison Roman,85,Entree,Latin/South American,,Crispy fried fish in tacos with pickled onions and herb crema. Alison's elevated take on taco night.
Turmeric-Braised Chicken,https://www.alisoneroman.com/recipes/turmeric-braised-chicken,Alison Roman,85,Entree,Mediterranean,,"Chicken braised in a golden turmeric broth with herbs. Vibrant, anti-inflammatory, and deeply comforting."
Miso Roasted Salmon,https://eye-swoon.com/recipes/miso-roasted-salmon,Eye Swoon,85,Entree,Asian,,"Salmon roasted under a miso-soy glaze with sesame. Clean, minimalist approach with maximum umami."
Za'atar Chicken with Broccolini,https://eye-swoon.com/recipes/zaatar-chicken-broccolini,Eye Swoon,85,Entree,Mediterranean,,"Za'atar-rubbed roasted chicken with charred broccolini. Simple, herb-forward, and beautifully photographed."
Herb Roasted Chicken Thighs with Lemon,https://eye-swoon.com/recipes/herb-roasted-chicken-thighs,Eye Swoon,85,Entree,American,,"Chicken thighs slow-roasted with fresh herbs, lemon, and garlic. Eye Swoon's elegant, minimalist approach."
Skillet Lemon Chicken with Olives,https://www.littlespicejar.com/skillet-lemon-chicken-olives/,Little Spice Jar,83,Entree,Mediterranean,,Pan-seared chicken in a bright lemon sauce with Castelvetrano olives. Mediterranean simplicity at its best.
Sheet Pan Chicken Tikka,https://www.littlespicejar.com/sheet-pan-chicken-tikka/,Little Spice Jar,83,Entree,Indian,,Tikka-marinated chicken and vegetables roasted on a sheet pan. Indian flavors made weeknight-accessible.
Spicy Thai Basil Shrimp,https://www.littlespicejar.com/thai-basil-shrimp/,Little Spice Jar,83,Entree,Asian,,"Shrimp stir-fried with chilies and fragrant Thai basil. Punchy, quick, and great over steamed rice."
Honey Garlic Chicken Meal Prep,https://www.littlespicejar.com/honey-garlic-chicken/,Little Spice Jar,83,Entree,American,,"Sticky honey garlic chicken that doubles beautifully for meal prep. Sweet, savory, and protein-packed."
Sheet Pan Salmon with Veggies,https://www.littlespicejar.com/sheet-pan-salmon/,Little Spice Jar,83,Entree,American,,"Salmon roasted with colorful vegetables on one sheet pan. Clean, healthy weeknight dinner."
Easy Chickpea Shawarma Bowl,https://minimalistbaker.com/easy-chickpea-shawarma/,Minimalist Baker,84,Entree,Mediterranean,,Shawarma-spiced chickpeas served in bowls with tahini and fresh vegetables. Dana's 10-ingredient plant-based dinner.
Crispy Sesame Tofu,https://minimalistbaker.com/crispy-sesame-tofu-with-sticky-rice/,Minimalist Baker,84,Entree,Asian,,Crispy baked tofu in a sticky sesame sauce over rice. Crowd-pleasing vegan protein with addictive sauce.
Spiced Red Lentil Soup,https://minimalistbaker.com/1-pot-spiced-red-lentil-tomato-coconut-soup/,Minimalist Baker,84,Entree,Indian,,"One-pot red lentil soup with coconut milk and warming spices. Simple, protein-rich, and deeply comforting vegan entree."
Tempeh Bowls with Almond Butter Sauce,https://minimalistbaker.com/tempeh-bowls-with-almond-butter-sauce/,Minimalist Baker,84,Entree,Asian,,Marinated tempeh over rice with a rich almond butter sauce and pickled vegetables. Dana's fan-favorite protein bowl.
White Bean Chicken Chili,https://minimalistbaker.com/white-bean-chicken-chili/,Minimalist Baker,84,Entree,American,,Creamy white bean and chicken chili with subtle spice. Minimalist Baker's lighter take on a cold-weather staple.
Miso-Ginger Roasted Salmon,https://www.panningtheglobe.com/miso-ginger-roasted-salmon/,Panning the Globe,81,Entree,Asian,,"Salmon marinated in miso and ginger, roasted until caramelized. Clean, elegant, Japanese-inspired weeknight fish."
Thai Red Curry Chicken,https://www.panningtheglobe.com/thai-red-curry-chicken/,Panning the Globe,81,Entree,Asian,,Fragrant Thai red curry with coconut milk and tender chicken. Lisa's globe-trotting approach to a Southeast Asian classic.
Lamb Tagine with Apricots,https://www.panningtheglobe.com/lamb-tagine-apricots/,Panning the Globe,81,Entree,Mediterranean,,Moroccan-inspired lamb tagine with dried apricots and warm spices. Slow-cooked to fork-tender perfection.
Greek Chicken and Potatoes,https://www.panningtheglobe.com/greek-chicken-and-potatoes/,Panning the Globe,81,Entree,Mediterranean,5 (7 ratings),"Classic Greek roasted chicken and potatoes with lemon, garlic, and oregano. Authentic and deeply satisfying."
Indian Spiced Lamb Meatballs,https://www.servingdumplings.com/indian-spiced-lamb-meatballs/,Serving Dumplings,87,Entree,Indian,,"Lamb meatballs spiced with cumin, coriander, and garam masala in a tomato sauce. Aromatic, satisfying Indian-inspired dinner."
Miso Butter Chicken with Bok Choy,https://www.servingdumplings.com/miso-butter-chicken/,Serving Dumplings,87,Entree,Asian,,Chicken thighs glazed in miso butter and served with steamed bok choy. Umami-rich Japanese-inspired weeknight dinner.
Korean Braised Short Ribs,https://www.servingdumplings.com/korean-braised-short-ribs/,Serving Dumplings,87,Entree,Asian,,"Beef short ribs braised in a Korean-style sauce with soy, gochujang, and aromatics. Fall-apart tender."
Salmon with Black Bean Sauce,https://www.servingdumplings.com/salmon-black-bean-sauce/,Serving Dumplings,87,Entree,Asian,,"Salmon fillets cooked in a Chinese black bean sauce with ginger and scallions. Quick, punchy weeknight fish."
Ginger Pork Stir Fry,https://www.servingdumplings.com/ginger-pork-stir-fry/,Serving Dumplings,87,Entree,Asian,,"Pork stir-fried with fresh ginger, scallions, and soy sauce. Fast, aromatic weeknight stir-fry."
Mapo Tofu,https://omnivorescookbook.com/mapo-tofu/,Omnivore's Cookbook,86,Entree,Asian,,"Maggie's authentic Sichuan mapo tofu with doubanjiang, ground pork, and numbing peppercorns."
Braised Pork Belly,https://omnivorescookbook.com/braised-pork-belly/,Omnivore's Cookbook,86,Entree,Asian,,"Slow-braised pork belly in soy, rice wine, and rock sugar. Maggie's Shanghai-style red-braised pork."
Black Pepper Chicken,https://omnivorescookbook.com/black-pepper-chicken/,Omnivore's Cookbook,86,Entree,Asian,4.92 (121 ratings),"Crispy chicken stir-fried with black pepper, onions, and bell peppers. Fragrant and bold Chinese-American stir-fry."
Salt and Pepper Shrimp,https://omnivorescookbook.com/salt-pepper-shrimp/,Omnivore's Cookbook,86,Entree,Asian,,"Crispy shell-on shrimp seasoned with salt, pepper, and chilies. Cantonese restaurant-style in minutes."
Chicken Ranchero,https://www.oliviaadriance.com/chicken-ranchero/,Olivia Adriance,90,Entree,Latin/South American,,"Saucy ranchero-spiced chicken with a bright, smoky tomato sauce. Bold and satisfying weeknight Tex-Mex."
Honey Soy Glazed Salmon,https://www.oliviaadriance.com/honey-soy-salmon/,Olivia Adriance,90,Entree,Asian,,"Salmon glazed in a sweet honey-soy marinade and pan-seared or baked. Quick, clean weeknight fish."
Moroccan Chicken Bowls,https://www.oliviaadriance.com/moroccan-chicken-bowls/,Olivia Adriance,90,Entree,Mediterranean,,"Spiced Moroccan chicken served in bowls with couscous and harissa. Vibrant, nutritious dinner."
