Recipe Title,URL,Blogger Name,Alignment Score,Meal Type,Cuisine Style,Rating,Notes,V,V Mod,V Mod Notes,Vg,Vg Mod,Vg Mod Notes,GF,GF Mod,GF Mod Notes,DF,DF Mod,DF Mod Notes,LH,LH Mod,LH Mod Notes,LF,LF Mod,LF Mod Notes,AIP,AIP Mod,AIP Mod Notes,K,K Mod,K Mod Notes,Protein,Entree Type
Baked Crunchy Hot Honey Chicken,https://www.halfbakedharvest.com/hot-honey-chicken/,Half Baked Harvest,91.0,Entree,American,4.92 (819 ratings),Oven-baked chicken with an irresistibly crunchy coating and that perfect hot honey drizzle.,,,,,,,1,,,,1,omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Chicken,Roasted/Baked
Crockpot Creamy Coconut Chicken Tikka Masala,https://www.halfbakedharvest.com/crockpot-creamy-coconut-chicken-tikka-masala/,Half Baked Harvest,91.0,Entree,Indian,4.68 (443 ratings),All-day slow cooker tikka masala with a lush coconut cream base — deeply spiced and incredibly easy.,,,,,,,1,,,,1,Replace butter with olive oil. Use a plant-based milk. Use coconut yogurt.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,1,,,Chicken,Slow-Cooked
Crispy Chicken Katsu Bowls,https://www.halfbakedharvest.com/chicken-katsu-bowls/,Half Baked Harvest,91.0,Entree,American,4.85 (311 ratings),Golden panko-crusted chicken katsu served bowl-style with a punchy sauce.,,,,,,,,1,Use tamari instead of soy sauce. Use GF breadcrumbs or almond flour.,1,,,,,,,,,,,,,,,Chicken,Bowl
Chicken Tzatziki Bowls,https://www.halfbakedharvest.com/chicken-tzatziki-bowls/,Half Baked Harvest,91.0,Entree,Mediterranean,4.9 (459 ratings),"Juicy marinated chicken with cool, creamy tzatziki — a bright Mediterranean bowl for any night.",,,,,,,,1,Use corn or GF tortillas.,,1,Use coconut yogurt. omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,1,Replace honey with a liquid allulose sweetener.,Chicken,Bowl
Creamy White Chicken Chili,https://www.halfbakedharvest.com/creamy-white-chicken-chili/,Half Baked Harvest,91.0,Entree,American,4.47 (3867 ratings),"Velvety, soul-warming white chicken chili loaded with tender chicken and green chiles.",,,,,,,1,,,,1,Use coconut yogurt. Use dairy-free cream cheese. omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Chicken,Soup/Stew
30 Minute Spicy Indian Butter Chicken,https://www.halfbakedharvest.com/butter-chicken/,Half Baked Harvest,91.0,Entree,Indian,4.36 (2372 ratings),"Rich, aromatic butter chicken in just 30 minutes — restaurant-quality Indian comfort food at home.",,,,,,,,1,Use corn or GF tortillas.,,1,Replace butter with olive oil. Use a plant-based milk. Use coconut yogurt.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Entree
Mediterranean Chicken Feta Bake,https://www.jaroflemons.com/mediterranean-chicken-feta-bake/,Jar of Lemons,94.0,Entree,Mediterranean,5 (1 rating),"One-pan chicken baked with tomatoes, olives, and creamy feta — bright Mediterranean flavors with minimal effort.",,,,,,,,1,Replace pasta with a GF alternative — we like brown rice pasta for the most comparable texture.,,,,,,,,1,Replace garlic with garlic-infused oil.,,,,,,,Chicken,Roasted/Baked
Orange Ginger Salmon Bowls,https://www.jaroflemons.com/orange-ginger-salmon-bowls/,Jar of Lemons,94.0,Entree,American,5 (2 ratings),"Vibrant orange-ginger glazed salmon served bowl-style with crisp, colorful toppings.",,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,1,,,,,,,,,,,,,,,Salmon,Bowl
Phyllo Topped Ground Turkey Casserole,https://www.jaroflemons.com/phyllo-topped-ground-turkey-casserole/,Jar of Lemons,94.0,Entree,American,5 (2 ratings),Savory ground turkey casserole crowned with shatteringly crispy phyllo dough.,,,,,,,1,,,,1,Use a plant-based milk. Use coconut yogurt.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Turkey,Roasted/Baked
Sticky Garlic Sesame Shrimp Bowls,https://www.jaroflemons.com/sticky-garlic-sesame-shrimp-bowls/,Jar of Lemons,94.0,Entree,Asian,5 (2 ratings),"Plump shrimp in a sticky garlic-sesame glaze, loaded into a satisfying bowl.",,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,1,,,,,,,,,,,,,,,Seafood,Bowl
Sweet & Sour Chicken Bowls,https://www.jaroflemons.com/sweet-and-sour-chicken-bowls/,Jar of Lemons,94.0,Entree,American,NR,Takeout-inspired sweet and sour chicken made healthier and served up in a fresh bowl.,,,,,,,,,,,,,,,,,,,,,,,,,Chicken,Bowl
Maple Dijon Chicken & Pear Bowls,https://www.jaroflemons.com/maple-dijon-chicken-pear-bowls/,Jar of Lemons,94.0,Entree,American,5 (1 rating),"Sweet maple-Dijon glazed chicken paired with tender pears in an unexpected, delicious bowl.",,,,,,,1,,,,1,omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic with garlic-infused oil.,,,,,,,Chicken,Bowl
Loaded Mashed Potato Bowls,https://www.jaroflemons.com/loaded-mashed-potato-bowls/,Jar of Lemons,94.0,Entree,American,NR,Cozy loaded mashed potato bowls topped with your favorite hearty fillings.,,,,,,,,,,,,,,,,,,,,,,,,,Chicken,Bowl
Healthy Mixed Vegetable Casserole,https://www.jaroflemons.com/mixed-vegetable-casserole/,Jar of Lemons,94.0,Entree,American,NR,"A wholesome, veggie-packed casserole that's cozy, colorful, and deeply satisfying.",,,,,,,,,,,,,,,,,,,,,,,,,Vegetarian,Roasted/Baked
Garlic Miso Braised Pot Roast,https://www.jaroflemons.com/garlic-miso-braised-pot-roast/,Jar of Lemons,94.0,Entree,American,5 (7 ratings),Slow-braised pot roast with umami-rich garlic miso — deeply savory and meltingly tender.,,,,,,,,1,"replace all-purpose flour with a 1:1 GF flour blend, or use arrowroot powder for gravies and sauces.",,1,Replace butter with olive oil.,,,,,,,,,,,,,Beef,Slow-Cooked
Mediterranean Halloumi Pitas,https://dishingouthealth.com/mediterranean-halloumi-pitas/,Dishing Out Health,95.0,Entree,Mediterranean,4.8 (5 ratings),Crispy golden halloumi stuffed into warm pitas with fresh Mediterranean toppings — a veggie-forward showstopper.,,1,Use plant-based dairy alternatives.,1,,,,1,Use corn or GF tortillas.,,1,omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Vegetarian,Tacos/Wraps
Eggplant Parmesan Meatballs,https://dishingouthealth.com/eggplant-parmesan-meatballs/,Dishing Out Health,95.0,Entree,American,4.97 (63 ratings),All the cozy comfort of eggplant parm in savory meatball form.,,,,1,,,,1,Use GF breadcrumbs or almond flour.,,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Beef,Roasted/Baked
Moroccan Carrot and Lentil Soup,https://dishingouthealth.com/carrot-and-lentil-soup/,Dishing Out Health,95.0,Entree,Middle Eastern,5 (5 ratings),Warmly spiced Moroccan soup with sweet carrots and hearty lentils — a deeply satisfying bowl.,,1,Use plant-based dairy alternatives.,1,,,1,,,,1,Replace butter with olive oil. Use coconut yogurt.,,,,,,,,,,,,,Vegetarian,Soup/Stew
Twice-Baked Honeynut Squash,https://dishingouthealth.com/twice-baked-honeynut-squash/,Dishing Out Health,95.0,Entree,American,NR,"Sweet honeynut squash baked twice with a savory, cheesy filling — an elegant vegetarian centerpiece.",,1,Use plant-based dairy alternatives.,1,,,,1,Use GF breadcrumbs or almond flour.,,1,Replace butter with olive oil. Use a dairy-free sour cream. Use dairy-free cream cheese. omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Vegetarian,Roasted/Baked
Peperoncino-Feta Turkey Meatballs,https://dishingouthealth.com/peperoncino-feta-turkey-meatballs/,Dishing Out Health,95.0,Entree,Mediterranean,5 (13 ratings),Spicy peperoncino and tangy feta folded into juicy turkey meatballs — bold flavor in every bite.,,,,,,,,1,Use corn or GF tortillas.,,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Turkey,Roasted/Baked
One Pan Herby Chicken and Wild Rice,https://dishingouthealth.com/chicken-and-wild-rice/,Dishing Out Health,95.0,Entree,American,4.79 (14 ratings),"Herby chicken and nutty wild rice cooked together in one pan for a wholesome, fuss-free dinner.",,,,,,,1,,,,1,Replace butter with olive oil.,,,,,,,,,,,,,Chicken,One-Pan
Turkey Pumpkin Chili,https://dishingouthealth.com/turkey-pumpkin-chili/,Dishing Out Health,95.0,Entree,American,5 (13 ratings),Hearty ground turkey chili with pumpkin for extra body and warmth — your new fall staple.,,,,,,,,1,Use corn or GF tortillas.,,1,Use coconut yogurt. Use a dairy-free sour cream. omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Turkey,Soup/Stew
Tuscan Butter Bean Soup,https://dishingouthealth.com/tuscan-butter-bean-soup/,Dishing Out Health,95.0,Entree,Italian,5 (22 ratings),"Silky Tuscan soup with creamy butter beans, tender greens, and a rich, garlicky broth.",,,,,,,1,,,,1,Replace butter with olive oil. Use full-fat coconut cream instead of heavy cream. omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Vegetarian,Soup/Stew
Quick and Easy Shrimp Tacos,https://dishingouthealth.com/easy-shrimp-tacos/,Dishing Out Health,95.0,Entree,Mexican,5 (3 ratings),"Perfectly seasoned shrimp tacos ready in under 20 minutes — fresh, light, and endlessly craveable.",,,,,,,1,,,,1,Use coconut yogurt. Use a dairy-free sour cream. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace onion with the green tops of scallions.,,,,,,,Seafood,Tacos/Wraps
Baked Stuffed Tomatoes,https://dishingouthealth.com/baked-stuffed-tomatoes/,Dishing Out Health,95.0,Entree,American,5 (4 ratings),Juicy tomatoes stuffed with a savory herbed filling and baked until perfectly golden.,,,,,,,,1,Use GF breadcrumbs or almond flour.,,1,Use a plant-based milk. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic with garlic-infused oil.,,,,,,,Chicken,Roasted/Baked
Ginger-Basil Beef and Zucchini Skillet,https://dishingouthealth.com/beef-and-zucchini-skillet/,Dishing Out Health,95.0,Entree,American,4.87 (15 ratings),Aromatic ginger and fresh basil elevate this quick ground beef and zucchini skillet.,,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,1,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Beef,One-Pan
Salmon Burgers with Lemon-Caper Spread and Fennel Slaw,https://dishingouthealth.com/salmon-burgers-lemon-caper-spread-fennel-slaw/,Dishing Out Health,95.0,Entree,American,5 (14 ratings),Flavorful salmon burgers with a bright lemon-caper spread and crisp fennel slaw.,,,,,,,,1,Use GF breadcrumbs or almond flour.,,1,Use a plant-based milk. Use coconut yogurt.,,,,,1,Replace onion with the green tops of scallions.,,,,,,,Salmon,Sandwich/Burger
Salmon Nicoise Smashed Potato Salad,https://dishingouthealth.com/salmon-nicoise-smashed-potato-salad/,Dishing Out Health,95.0,Entree,American,5 (8 ratings),"A French-inspired smashed potato salad with flaky salmon, briny olives, and a Dijon vinaigrette.",,,,,,,1,,,1,,,,,,,,,,,,,,,Salmon,Salad
One Pot Tuscan Sausage and Lentils,https://dishingouthealth.com/sausage-and-lentils/,Dishing Out Health,95.0,Entree,Italian,5 (16 ratings),"Smoky sausage and earthy lentils braised together in Tuscan flavors — one pot, zero fuss.",,,,,,,1,,,,1,omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Pork,One-Pan
Thai Coconut Poached Fish,https://dishingouthealth.com/thai-coconut-poached-fish/,Dishing Out Health,95.0,Entree,Thai,4.97 (29 ratings),Delicate fish gently poached in a fragrant Thai coconut broth.,,,,,,,1,,,,1,Use a plant-based milk.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Fish,One-Pan
Halloumi Tacos,https://dishingouthealth.com/halloumi-tacos/,Dishing Out Health,95.0,Entree,Mediterranean,4.95 (19 ratings),Crispy seared halloumi in tacos — a vegetarian spin that's just as satisfying as the original.,,,,,,,1,,,,1,Use coconut yogurt. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Vegetarian,Tacos/Wraps
Black Bean Tostadas,https://dishingouthealth.com/black-bean-tostadas/,Dishing Out Health,95.0,Entree,American,4.86 (7 ratings),Crispy tostadas loaded with seasoned black beans and fresh toppings — a quick vegetarian dinner.,,1,Use plant-based dairy alternatives.,1,,,1,,,,1,omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Vegetarian,Tacos/Wraps
Honey-Gochujang Shrimp Bowls,https://dishingouthealth.com/gochujang-shrimp-bowls/,Dishing Out Health,95.0,Entree,Korean,5 (7 ratings),"Glossy honey-gochujang shrimp with a perfect sweet-heat kick, served bowl-style.",,,,,,,1,,,1,,,,,,,,,,,,,,,Seafood,Bowl
Garlic Butter Pork Chops,https://themodernproper.com/garlic-butter-pork-chops,The Modern Proper,94.0,Entree,American,5 (5 ratings),Pan-seared pork chops finished in a rich garlic butter pan sauce — simple weeknight elegance with big flavor. Ready in 30 minutes.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,1,0,,Pork,
Hoisin Glazed Pork Chops,https://themodernproper.com/hoisin-glazed-pork-chops,The Modern Proper,94.0,Entree,Asian,5 (15 ratings),Sticky-sweet hoisin-glazed pork chops with a caramelized finish — bold Asian-inspired flavors with minimal ingredients.,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Pork,
Pork Milanese Bowls,https://themodernproper.com/pork-milanese-bowls,The Modern Proper,94.0,Entree,Italian,5 (20 ratings),"Crispy breaded pork cutlets over a bright arugula salad — a weeknight spin on the Italian classic, served bowl-style.",,,,,,,,1,Use GF breadcrumbs or almond flour.,,1,Replace butter with olive oil. omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Pork,
Grilled Pork Chop Caprese,https://themodernproper.com/grilled-pork-chop-caprese,The Modern Proper,94.0,Entree,Italian,5 (3 ratings),"Grilled pork chops topped with fresh mozzarella, ripe tomatoes, and basil — a classic caprese presentation. Summer-forward and visually stunning.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Pork,
Braised Pork Ragu Pappardelle,https://themodernproper.com/pork-ragu-recipe,The Modern Proper,94.0,Entree,Italian,5 (5 ratings),Slow-braised pork shoulder ragu served over wide pappardelle — deeply savory and Sunday dinner worthy. Rich and comforting.,0,0,,0,0,,0,1,Replace pasta with a GF alternative — we like brown rice pasta for the most comparable texture for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Pasta,
Garam Masala Grilled Lamb Chops with Mint Chutney,https://themodernproper.com/garam-masala-grilled-lamb-chops-with-mint-chutney,The Modern Proper,94.0,Entree,Indian,5 (2 ratings),"Grilled lamb chops in an aromatic garam masala rub with vibrant mint chutney — bold Indian-inspired flavors, beautifully charred. Natively GF and DF.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Lamb,
Rack of Lamb,https://themodernproper.com/rack-of-lamb,The Modern Proper,94.0,Entree,American,5 (2 ratings),"Classic herb-crusted rack of lamb — impressive for dinner parties and surprisingly approachable. Natively gluten-free, dairy-free, and keto.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,1,0,,Lamb,
Lamb Tacos,https://themodernproper.com/lamb-tacos,The Modern Proper,94.0,Entree,Latin/South American,5 (3 ratings),Spiced ground lamb in corn tortillas with fresh toppings — a creative spin on taco night with rich flavors. Naturally GF and DF.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Lamb,
Pork Pozole Verde,https://somuchfoodblog.com/pork-pozole-verde/,So Much Food Blog,95.0,Entree,Latin/South American,5 (54 ratings),Slow-braised pork in a bright tomatillo verde broth with hominy — a deeply satisfying Mexican classic. Naturally GF and DF.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Pork,
Apple Cider Braised Pork Shoulder,https://somuchfoodblog.com/apple-cider-braised-pork-shoulder/,So Much Food Blog,95.0,Entree,American,4.97 (558 ratings),Pork shoulder slow-braised in apple cider with herbs — fall-forward comfort food with caramelized depth and fork-tender results. GF and DF natively.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Pork,
Greek-Style Smash Burgers,https://somuchfoodblog.com/greek-style-smash-burgers/,So Much Food Blog,95.0,Entree,Mediterranean,5 (2 ratings),"Crispy-edged smash burgers with Mediterranean toppings — feta, tzatziki, and fresh herbs elevate a weeknight burger into something special.",0,0,,0,0,,0,1,serve on GF bun or lettuce wrap,0,0,,0,0,,0,0,,0,0,,0,0,,Beef,
Chermoula Grilled Rack of Lamb,https://somuchfoodblog.com/chermoula-grilled-rack-of-lamb/,So Much Food Blog,95.0,Entree,Mediterranean,5 (1 rating),"Rack of lamb marinated in vibrant North African chermoula — bold herbed flavors with a beautiful char. Naturally GF, DF, and keto.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,1,0,,Lamb,
Grilled Lamb Chops with Mint-Pistachio Pesto,https://somuchfoodblog.com/grilled-lamb-chops/,So Much Food Blog,95.0,Entree,Mediterranean,5 (2 ratings),"Grilled lamb chops with a bright mint-pistachio pesto — fresh and herbaceous, cutting through the natural richness of the lamb.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Lamb,
Red Wine Braised Beef,https://somuchfoodblog.com/red-wine-braised-beef/,So Much Food Blog,95.0,Entree,French,4.99 (193 ratings),Classic red wine braised beef with deep wine-enriched sauce and aromatics — fork-tender results. Elegant French bistro cooking at home.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,
Creamy Coconut Shrimp Skillet,https://dishingouthealth.com/creamy-coconut-shrimp/,Dishing Out Health,95.0,Entree,Asian,5 (24 ratings),Shrimp in a luscious coconut milk sauce with warm spices — a dairy-free take on creamy shrimp that's naturally gluten-free. Ready in 30 minutes.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Seafood,
Pork Tenderloin with Mustard Glaze,https://www.onceuponachef.com/recipes/pork-tenderloin-mustard-glaze.html,Once Upon a Chef,89.0,Entree,American,4.94 (183 ratings),"Perfectly cooked pork tenderloin with a tangy Dijon mustard glaze — quick, reliable, and impressive for weeknight or entertaining.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Pork,
Middle Eastern Kofta,https://www.onceuponachef.com/recipes/lamb-kofta.html,Once Upon a Chef,89.0,Entree,Middle Eastern,NR,"Spiced lamb kofta with warm Middle Eastern spices — juicy and char-grilled, served with cooling accompaniments. Natively GF and DF.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,
Peruvian Chicken with Green Sauce,https://www.onceuponachef.com/recipes/peruvian-style-roast-chicken-with-green-sauce.html,Once Upon a Chef,89.0,Entree,Latin/South American,4.97 (661 ratings),Whole roasted chicken with a bold Peruvian spice rub and vibrant aji verde green sauce — a showstopper dinner with big flavor.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,
Grilled Lamb Chops with Harissa Yogurt,https://www.feastingathome.com/grilled-lamb-chops-with-harissa-yogurt/,Feasting at Home,93.0,Entree,Mediterranean,4.4 (7 ratings),"Grilled lamb chops with smoky harissa and tangy yogurt sauce — bold flavors and beautiful presentation, fast enough for weeknights.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,1,0,,Lamb,
Pan Seared Branzino,https://www.feastingathome.com/branzino-recipe/,Feasting at Home,93.0,Entree,Mediterranean,5 (5 ratings),Crispy-skinned pan-seared branzino with Mediterranean herbs and olive oil — restaurant-quality technique accessible for home cooks. GF and keto.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,1,0,,Fish,
Halibut with Corn and Leeks,https://www.feastingathome.com/halibut-with-corn-pancetta-and-sage/,Feasting at Home,93.0,Entree,Italian,4.9 (20 ratings),"Pan-roasted halibut over a savory bed of corn, pancetta, and leeks — an elegant yet rustic Italian-inspired fish dish with seasonal depth.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Fish,
